home-name,away-name,home-elo,away-elo,home-win-odds,draw-odds,away-win-odds,home-result,away-result,match-date,epoch_time,home-win-elo,draw-elo,away-win-elo,home_win_elo_bookies_draw_odds,away_win_elo_bookies_draw_odds,draw_elo_bookies_draw_odds
Fulham,Arsenal,984.0,1016.0,0.1855287569573284,0.25125628140703515,0.6024096385542168,0,3,2020-09-12 12:30:00,1599910200.0,0.5,0.0,0.5,0.3743718592964824,0.3743718592964824,0.25125628140703515
Crystal Palace,Southampton,1016.0,984.0,0.3246753246753247,0.3105590062111801,0.4065040650406504,1,0,2020-09-12 15:00:00,1599919200.0,0.5,0.0,0.5,0.34472049689441,0.34472049689441,0.3105590062111801
Liverpool,Leeds,1016.0,984.0,0.7874015748031495,0.16233766233766234,0.09191176470588235,4,3,2020-09-12 17:30:00,1599928200.0,0.5,0.0,0.5,0.41883116883116883,0.41883116883116883,0.16233766233766234
West Ham,Newcastle,984.0,1016.0,0.49751243781094534,0.2801120448179272,0.26246719160104987,0,2,2020-09-12 20:00:00,1599937200.0,0.5,0.0,0.5,0.3599439775910364,0.3599439775910364,0.2801120448179272
West Brom,Leicester,984.0,1016.0,0.29940119760479045,0.3003003003003003,0.44052863436123346,0,3,2020-09-13 14:00:00,1600002000.0,0.5,0.0,0.5,0.34984984984984985,0.34984984984984985,0.3003003003003003
Tottenham,Everton,984.0,1016.0,0.4854368932038835,0.2949852507374631,0.2617801047120419,0,1,2020-09-13 16:30:00,1600011000.0,0.5,0.0,0.5,0.35250737463126847,0.35250737463126847,0.2949852507374631
Sheffield Utd,Wolves,984.0,1016.0,0.3058103975535168,0.3484320557491289,0.3861003861003861,0,2,2020-09-14 18:00:00,1600102800.0,0.5,0.0,0.5,0.32578397212543553,0.32578397212543553,0.3484320557491289
Brighton,Chelsea,984.0,1016.0,0.16722408026755853,0.22675736961451246,0.6451612903225806,1,3,2020-09-14 20:15:00,1600110900.0,0.5,0.0,0.5,0.3866213151927438,0.3866213151927438,0.22675736961451246
Everton,West Brom,1030.5304984710244,969.4695015289755,0.6329113924050632,0.24752475247524752,0.1589825119236884,5,2,2020-09-19 12:30:00,1600515000.0,0.5459219227804837,0.0,0.4540780772195163,0.41079273397343324,0.34168251355131923,0.24752475247524752
Leeds,Fulham,1000.0,968.0,0.5813953488372093,0.2610966057441253,0.19569471624266144,4,3,2020-09-19 15:00:00,1600524000.0,0.5,0.0,0.5,0.36945169712793735,0.36945169712793735,0.2610966057441253
Manchester Utd,Crystal Palace,984.736306793522,1031.263693206478,0.7352941176470589,0.19493177387914232,0.11273957158962794,1,3,2020-09-19 17:30:00,1600533000.0,0.4769904127024377,0.0,0.5230095872975623,0.38400982543100737,0.42105840068985034,0.19493177387914232
Arsenal,West Ham,1030.5304984710244,969.4695015289755,0.6622516556291391,0.2222222222222222,0.1524390243902439,2,1,2020-09-19 20:00:00,1600542000.0,0.5459219227804837,0.0,0.4540780772195163,0.4246059399403762,0.3531718378374016,0.2222222222222222
Southampton,Tottenham,968.0,1000.0,0.29673590504451036,0.2958579881656805,0.4464285714285714,2,5,2020-09-20 12:00:00,1600599600.0,0.5,0.0,0.5,0.3520710059171598,0.3520710059171598,0.2958579881656805
Newcastle,Brighton,998.5304984710245,1001.4695015289755,0.38314176245210724,0.31446540880503143,0.3436426116838488,0,3,2020-09-20 14:00:00,1600606800.0,0.5459219227804837,0.0,0.4540780772195163,0.3742483621576901,0.31128622903727854,0.31446540880503143
Chelsea,Liverpool,1000.0,1032.0,0.29154518950437314,0.2604166666666667,0.48780487804878053,0,2,2020-09-20 16:30:00,1600615800.0,0.5,0.0,0.5,0.36979166666666663,0.36979166666666663,0.2604166666666667
Leicester,Burnley,1031.263693206478,984.736306793522,0.6451612903225806,0.23866348448687355,0.15552099533437014,4,2,2020-09-20 19:00:00,1600624800.0,0.5230095872975623,0.0,0.4769904127024377,0.39818629677308437,0.36315021874004205,0.23866348448687355
Aston Villa,Sheffield Utd,1015.263693206478,968.736306793522,0.4065040650406504,0.31446540880503143,0.3164556962025316,1,0,2020-09-21 18:00:00,1600707600.0,0.5230095872975623,0.0,0.4769904127024377,0.3585411636190836,0.326993427575885,0.31446540880503143
Wolves,Manchester City,999.263693206478,1016.736306793522,0.14265335235378032,0.2169197396963124,0.6802721088435374,1,3,2020-09-21 20:15:00,1600715700.0,0.5230095872975623,0.0,0.4769904127024377,0.4095584837622993,0.3735217765413883,0.2169197396963124
Brighton,Manchester Utd,984.6995046979231,1001.5063036245743,0.18518518518518517,0.24096385542168672,0.6134969325153374,2,3,2020-09-26 12:30:00,1601119800.0,0.5240624009703874,0.0,0.47593759902961263,0.3977823043510169,0.36125384022729634,0.24096385542168672
Crystal Palace,Everton,1015.2299283912381,1046.5642632862641,0.28328611898017,0.3003003003003003,0.4566210045662101,1,2,2020-09-26 15:00:00,1601128800.0,0.5010551504762436,0.0,0.4989448495237564,0.3505881383212155,0.3491115613784842,0.3003003003003003
West Brom,Chelsea,970.8718751773815,998.5976263515939,0.14727540500736377,0.21052631578947367,0.684931506849315,3,3,2020-09-26 17:30:00,1601137800.0,0.45617582348731167,0.0,0.5438241765126883,0.3601388080162987,0.4293348761942276,0.21052631578947367
Burnley,Southampton,967.9661669788793,984.7701398146427,0.3058103975535168,0.2949852507374631,0.43859649122807015,0,1,2020-09-26 20:00:00,1601146800.0,0.5240668692075853,0.0,0.4759331307924147,0.3694748723911885,0.33553987687134845,0.2949852507374631
Sheffield Utd,Leeds,954.1721796717983,1014.5641271217237,0.3412969283276451,0.29673590504451036,0.4016064257028112,0,1,2020-09-27 12:00:00,1601204400.0,0.45512897255386586,0.0,0.5448710274461341,0.32007586497111634,0.38318822998437324,0.29673590504451036
Tottenham,Newcastle,999.9323273572415,998.598171113783,0.7042253521126761,0.20833333333333334,0.12987012987012986,1,1,2020-09-27 14:00:00,1601211600.0,0.5021147700862028,0.0,0.49788522991379724,0.3975075263182438,0.3941591403484228,0.20833333333333334
Manchester City,Leicester,1001.4049280472937,1046.5950719527063,0.7575757575757576,0.17094017094017094,0.1088139281828074,2,5,2020-09-27 16:30:00,1601220600.0,0.4791055858196369,0.0,0.5208944141803631,0.3972071950812374,0.4318526339785916,0.17094017094017094
West Ham,Wolves,986.8382212862026,981.8949734492509,0.29940119760479045,0.303951367781155,0.43859649122807015,4,0,2020-09-27 19:00:00,1601229600.0,0.4572275075866515,0.0,0.5427724924133486,0.31825258126852035,0.3777960509503247,0.303951367781155
Fulham,Aston Villa,954.1632457797655,1029.1004474267124,0.32894736842105265,0.29411764705882354,0.4166666666666667,0,3,2020-09-28 17:45:00,1601311500.0,0.4323985693823281,0.0,0.5676014306176719,0.3052225195639963,0.4006598333771801,0.29411764705882354
Liverpool,Arsenal,1047.9323273572415,1014.5981711137829,0.6711409395973155,0.19569471624266144,0.17094017094017094,3,1,2020-09-28 20:00:00,1601319600.0,0.502114770086203,0.0,0.497885229913797,0.4038535626329343,0.40045172112440425,0.19569471624266144
Chelsea,Crystal Palace,1015.362987598416,998.464567144416,0.6535947712418301,0.23201856148491876,0.15408320493066255,4,0,2020-10-03 12:30:00,1601724600.0,0.47608246103680973,0.0,0.5239175389631903,0.36562249327884927,0.402358945236232,0.23201856148491876
Everton,Brighton,1059.7450185032371,971.5187494809502,0.5617977528089888,0.26595744680851063,0.2114164904862579,4,2,2020-10-03 15:00:00,1601733600.0,0.5881013994695967,0.0,0.4118986005304033,0.43169145280215077,0.3023511003893386,0.26595744680851063
Leeds,Manchester City,1013.9584132202468,1002.0106419487705,0.11862396204033215,0.14836795252225518,0.7692307692307692,1,1,2020-10-03 17:30:00,1601742600.0,0.5189285594211522,0.0,0.48107144057884776,0.4419361915545124,0.4096958559232324,0.14836795252225518
Newcastle,Burnley,1013.1911589863844,953.3731791062779,0.41493775933609955,0.3076923076923077,0.3184713375796178,3,1,2020-10-03 20:00:00,1601751600.0,0.5439691289812066,0.0,0.45603087101879336,0.3765940123716046,0.3157136799360877,0.3076923076923077
Southampton,West Brom,1000.13044225214,955.5115727398842,0.53475935828877,0.26666666666666666,0.23866348448687355,2,0,2020-10-04 12:00:00,1601809200.0,0.5199905488282092,0.0,0.48000945117179084,0.3813264024740201,0.3520069308593133,0.26666666666666666
Leicester,West Ham,1027.8699855607865,1005.5633076781226,0.5464480874316939,0.25380710659898476,0.23866348448687355,0,3,2020-10-04 12:00:00,1601809200.0,0.5851589497474965,0.0,0.4148410502525035,0.4366414498115837,0.30955144358943154,0.25380710659898476
Wolves,Fulham,996.620585406551,939.4376338224654,0.5586592178770949,0.2881844380403458,0.19342359767891684,1,0,2020-10-04 14:00:00,1601816400.0,0.5398246263343707,0.0,0.46017537366562933,0.38425556975386044,0.3275599922057938,0.2881844380403458
Arsenal,Sheffield Utd,1027.8431733882912,940.9271773972899,0.6666666666666666,0.23201856148491876,0.14347202295552366,2,1,2020-10-04 14:00:00,1601816400.0,0.5860936789216155,0.0,0.41390632107838454,0.4501090666428184,0.31787237187226286,0.23201856148491876
Manchester Utd,Tottenham,985.4338198346454,1016.0048111471705,0.48309178743961345,0.27548209366391185,0.27932960893854747,1,6,2020-10-04 16:30:00,1601825400.0,0.5022651184352784,0.0,0.49773488156472157,0.3639000720343753,0.36061783430171285,0.27548209366391185
Aston Villa,Liverpool,1045.9668392519402,1031.0659355320138,0.14903129657228018,0.2053388090349076,0.684931506849315,7,2,2020-10-04 19:15:00,1601835300.0,0.472925255461635,0.0,0.527074744538365,0.37581534674261347,0.418845844222479,0.2053388090349076
Everton,Liverpool,1058.4272894287476,1032.3836646065033,0.23866348448687355,0.23866348448687355,0.5586592178770949,2,2,2020-10-17 12:30:00,1602934200.0,0.5411790335777961,0.0,0.45882096642220394,0.4120193596928805,0.3493171558202459,0.23866348448687355
