Team,Rating
Liverpool,1210.07935981582
Norwich,846.1556945844454
West Ham,922.9212814577055
Manchester City,1103.8516554217808
Watford,912.2141912154378
Brighton,957.5645380276828
Crystal Palace,974.5684709854127
Everton,1012.8089161301102
Burnley,1019.9115591493062
Southampton,995.2939253091506
Bournemouth,862.2816447180869
Sheffield Utd,1019.5542689758042
Tottenham,1019.3620853050412
Aston Villa,883.5537709611125
Newcastle,995.9249359437387
Arsenal,1043.2210850126644
Leicester,1030.1394365539093
Wolves,1057.504467569785
Manchester Utd,1084.5886583269585
Chelsea,1048.5000545360458
