Team,Rating
Liverpool,1194.7617226862476
Norwich,806.9291105431821
West Ham,947.4376905867746
Manchester City,1138.2441141807374
Watford,919.4298516725928
Brighton,945.5219337097574
Crystal Palace,921.7633745123541
Everton,1010.7272214231501
Burnley,1046.8762192793474
Southampton,1008.771832335963
Bournemouth,874.3510400063801
Sheffield Utd,1018.2644007066208
Tottenham,1058.2638716469025
Aston Villa,922.7843664353697
Newcastle,952.5798407119868
Arsenal,1026.5133405987863
Leicester,1010.7119614586986
Wolves,1064.417024923447
Manchester Utd,1090.8031100394487
Chelsea,1040.8479725422508
