Team,Rating
Arsenal,1046.978095514707
Watford,935.480635931918
Burnley,1065.2670338991782
Brighton,948.6170480142348
Chelsea,1045.735732330006
Wolves,1050.412831881158
Crystal Palace,943.9323186498141
Tottenham,1040.1630841541632
Everton,1018.5085072482298
Bournemouth,907.5371261943433
Leicester,950.0293342797177
Manchester Utd,1089.012723344923
Manchester City,1085.4543814695064
Norwich,878.5675677143563
Newcastle,991.0591365319522
Liverpool,1122.3300450686788
Southampton,1010.7869272926315
Sheffield Utd,1005.2889687180092
West Ham,946.3932942395439
Aston Villa,918.4452075229299
