Team,Rating
Arsenal,1018.8996614153015
Watford,966.8659038434479
Burnley,1006.9833918359627
Brighton,963.1160708211099
Chelsea,1027.9175943700575
Wolves,1037.086025173527
Crystal Palace,959.0965278889315
Tottenham,1034.4026780879049
Everton,1043.2259868409114
Bournemouth,880.399681887399
Leicester,989.2242419009834
Manchester Utd,1104.9340285062399
Manchester City,1108.8565015659867
Norwich,850.1009660045004
Newcastle,989.7561112428721
Liverpool,1179.8409394989071
Southampton,1021.0543997471184
Sheffield Utd,1011.4622865352983
West Ham,915.7032518335868
Aston Villa,891.0737509999543
