Team,Rating
Liverpool,1184.6299044356292
Norwich,813.7689358125791
West Ham,940.6660184051894
Manchester City,1130.6792174158147
Watford,926.9947484375155
Brighton,945.1639976834256
Crystal Palace,932.3895857166704
Everton,992.7332343046934
Burnley,1040.0363940099505
Southampton,997.7759175664108
Bournemouth,885.3469547759323
Sheffield Utd,1036.2583878250775
Tottenham,1043.0520159576947
Aston Villa,900.3283586410647
Newcastle,952.9377767383186
Arsenal,1048.9693483930914
Leicester,1025.9238171479064
Wolves,1053.7908137191307
Manchester Utd,1097.5747822210337
Chelsea,1050.9797907928692
