Team,Rating
Liverpool,1060.4665550604357
Norwich,968.0982537708628
West Ham,1015.8987837545357
Manchester City,1046.336959882856
Watford,955.0073170873977
Brighton,982.0960524204706
Crystal Palace,1016.7653101876871
Everton,1013.2980820465784
Burnley,986.1655241835165
Southampton,988.0070312009824
Bournemouth,984.0677377004041
Sheffield Utd,999.3315830536376
Tottenham,998.6375830850297
Aston Villa,971.5368174271882
Newcastle,984.695511077454
Arsenal,1015.0982197319345
Leicester,1031.2636966573637
Wolves,984.5380618801755
Manchester Utd,997.3538686937233
Chelsea,1001.3370510977663
