Team,Rating
Liverpool,1178.6991096640288
Norwich,895.1463752866524
West Ham,955.3951964164983
Manchester City,1096.5725972477212
Watford,925.8649505465531
Brighton,955.4102799001554
Crystal Palace,987.9886298229696
Everton,961.0100039629983
Burnley,990.9172199313423
Southampton,944.2387858943885
Bournemouth,948.230643546262
Sheffield Utd,1038.4604391956557
Tottenham,1026.3753074575682
Aston Villa,922.7635889117128
Newcastle,1015.0940028985791
Arsenal,982.7741271254097
Leicester,1096.5989822138154
Wolves,1034.2128357553272
Manchester Utd,1011.8149648391986
Chelsea,1032.4319593831635
