Team,Rating
Liverpool,1252.1720964975807
Norwich,878.026108104793
West Ham,910.0449020503769
Manchester City,1120.9550018841232
Watford,935.8085112044441
Brighton,941.9721427370584
Crystal Palace,971.8393351049348
Everton,1007.745555829349
Burnley,1002.4504560813342
Southampton,996.0754789012199
Bournemouth,900.3256213436208
Sheffield Utd,1032.1588489508224
Tottenham,1020.4413781386866
Aston Villa,906.7701187940021
Newcastle,954.9889961998673
Arsenal,1021.6160756209749
Leicester,1052.9538399391304
Wolves,1038.4345669714733
Manchester Utd,1035.1696619892807
Chelsea,1020.0513036569263
