Team,Rating
Crystal Palace,993.9882742017044
Arsenal,1130.0767622285252
Fulham,985.2910323451166
Liverpool,1026.1416723623374
Tottenham,1048.4892734590544
Southampton,917.2310662632891
Newcastle,1106.4151583027144
Nottingham,950.146984107799
Leeds,957.9507963779897
Wolves,930.1021218736034
Bournemouth,953.303886377072
Aston Villa,992.5321178011751
Everton,930.2373174810886
Chelsea,1006.2687042238383
Manchester Utd,1059.0401544413223
Brighton,1014.490650591945
Leicester,970.3537368220804
Brentford,1003.8424568088207
West Ham,938.1557717410484
Manchester City,1085.9420621894753
