Team,Rating
Crystal Palace,987.7728512015301
Arsenal,1053.6715139732958
Fulham,1004.4348135308205
Liverpool,1012.8650663693824
Tottenham,1056.7275168767349
Southampton,984.724149590977
Newcastle,997.3558812649811
Nottingham,954.7570152353575
Leeds,995.8279943629316
Wolves,989.5393049615278
Bournemouth,985.475902222414
Aston Villa,958.8957560710163
Everton,974.7329460431451
Chelsea,1012.1096952990684
Manchester Utd,1035.1555785411044
Brighton,1039.862176496393
Leicester,928.3678970532985
Brentford,1013.443381770007
West Ham,959.8951755949917
Manchester City,1054.385383541023
