Team,Rating
Crystal Palace,986.8088984139042
Arsenal,1060.4575632600952
Fulham,1001.3702570681064
Liverpool,998.02606368007
Tottenham,1045.0930900131784
Southampton,984.7317295467755
Newcastle,1014.6046968857955
Nottingham,984.0015355795698
Leeds,1014.561574090276
Wolves,972.3037895795247
Bournemouth,969.2712709709766
Aston Villa,965.9605071069468
Everton,970.8045551904551
Chelsea,1014.5010883463233
Manchester Utd,1002.8425453941899
Brighton,1045.8400724832297
Leicester,954.20131061968
Brentford,997.1923327514764
West Ham,971.5335502608059
Manchester City,1045.8935687586204
