Team,Rating
Crystal Palace,983.8722713914104
Arsenal,1107.361623217786
Fulham,999.122656274607
Liverpool,1014.076986185867
Tottenham,1061.0608736549577
Southampton,962.5274424591282
Newcastle,1043.0239408967495
Nottingham,936.8413299019847
Leeds,949.2176376096602
Wolves,946.3851621705227
Bournemouth,980.9647103575936
Aston Villa,946.5823737587173
Everton,981.3434394246484
Chelsea,1050.7014934463589
Manchester Utd,1053.4553470544497
Brighton,988.3666084731375
Leicester,942.5043809613114
Brentford,1003.5633841942456
West Ham,964.0966462248194
Manchester City,1084.9316923420445
