Team,Rating
Crystal Palace,977.5685223761283
Arsenal,1146.3364025786398
Fulham,1042.2107402120384
Liverpool,1035.71393039737
Tottenham,1043.5727622042064
Southampton,890.7712693345009
Newcastle,1101.813301514184
Nottingham,956.9354575663316
Leeds,938.6241723057268
Wolves,939.5093850379392
Bournemouth,916.1452301331273
Aston Villa,1007.9016784083501
Everton,924.3812255249543
Chelsea,988.5983922734443
Manchester Utd,1105.951825525362
Brighton,1016.9219542998338
Leicester,944.1169349003517
Brentford,1034.1939122625045
West Ham,903.4342493297496
Manchester City,1085.2986538152568
