Team,Rating
Liverpool,1237.6752286066608
Norwich,886.8745805916916
West Ham,921.9418981274434
Manchester City,1119.3040451020036
Watford,963.5066528553691
Brighton,937.7011507884619
Crystal Palace,983.9626785127087
Everton,996.0555453583313
Burnley,971.864959383937
Southampton,1006.9146468964036
Bournemouth,906.3320435241193
Sheffield Utd,1010.3295284121655
Tottenham,1005.2628739426679
Aston Villa,949.6256750409383
Newcastle,992.4256556114952
Arsenal,989.5594780372172
Leicester,1071.5976317429318
Wolves,1027.6855113060162
Manchester Utd,1004.8792698957188
Chelsea,1016.5009462637182
