Team,Rating
Liverpool,1127.2689084926142
Norwich,916.341062399766
West Ham,976.937406717819
Manchester City,1074.019668635333
Watford,927.8727192690613
Brighton,998.2101023732116
Crystal Palace,1000.532076083236
Everton,955.6614400808555
Burnley,970.1621187926165
Southampton,937.9262352458436
Bournemouth,1012.9768045275333
Sheffield Utd,1018.0546988280195
Tottenham,981.4709000263183
Aston Villa,970.038254688884
Newcastle,982.7078513635346
Arsenal,1021.0490789023132
Leicester,1071.2612271060987
Wolves,1001.7009226722392
Manchester Utd,985.7089500185933
Chelsea,1070.099573776109
