Team,Rating
Liverpool,1224.9349743314795
Norwich,898.6089776854554
West Ham,937.1481072868473
Manchester City,1107.1255655578057
Watford,981.8160095115941
Brighton,956.8687686334291
Crystal Palace,983.9626785127087
Everton,996.2396571551122
Burnley,952.6175701918241
Southampton,1006.9146468964036
Bournemouth,887.164425679152
Sheffield Utd,1022.5080079563634
Tottenham,993.528476848904
Aston Villa,931.3163183847133
Newcastle,992.2415438147143
Arsenal,988.196558986389
Leicester,1061.0743310983044
Wolves,1035.742857066421
Manchester Utd,1024.1266590878317
Chelsea,1017.8638653145464
