Team,Rating
Liverpool,1111.9996515434946
Norwich,941.0112855118998
West Ham,1012.606867813336
Manchester City,1033.8411095881595
Watford,932.6869219138086
Brighton,984.9973317740662
Crystal Palace,1030.0247979587782
Everton,951.6603741636784
Burnley,1014.5371491556397
Southampton,958.9644663282478
Bournemouth,1002.4539499621665
Sheffield Utd,984.7280906362934
Tottenham,996.6832720449123
Aston Villa,977.097309395992
Newcastle,977.0843404260903
Arsenal,1040.974847092026
Leicester,1029.7056912072544
Wolves,1004.5945796499968
Manchester Utd,982.2600441039533
Chelsea,1032.087919730206
