Team,Rating
Liverpool,1200.9489895114634
Norwich,886.7678391206282
West Ham,931.145266378281
Manchester City,1091.7029870856811
Watford,947.180709168118
Brighton,971.1526856592318
Crystal Palace,1000.7364177402729
Everton,995.3295690057869
Burnley,942.2480731741554
Southampton,965.9708065699401
Bournemouth,934.0738029127192
Sheffield Utd,1019.477719294014
Tottenham,1020.0229914178061
Aston Villa,938.9709015237679
Newcastle,981.9973235406044
Arsenal,966.6245856356039
Leicester,1094.0575220784908
Wolves,1043.092268629213
Manchester Utd,1041.4800097454186
Chelsea,1027.0195318088029
