Team,Rating
Liverpool,1073.0314573987207
Norwich,987.6415865601945
West Ham,1013.8668699597752
Manchester City,1026.7936270935243
Watford,957.7473384389632
Brighton,982.2834499511198
Crystal Palace,999.9312542203321
Everton,995.9551419562036
Burnley,985.9781266528673
Southampton,1004.5283614769527
Bournemouth,1001.4106777907789
Sheffield Utd,982.8102527776673
Tottenham,1015.4716390523847
Aston Villa,973.5687312219487
Newcastle,972.1306087391689
Arsenal,1012.358198380369
Leicester,1013.7070310747838
Wolves,969.3110816141692
Manchester Utd,1014.9105342763032
Chelsea,1016.5640313637726
