Team,Rating
Arsenal,995.7913230534966
Brighton,957.1135931959368
Aston Villa,977.7043378339033
Chelsea,1079.1028580529003
Fulham,923.2934624886387
Newcastle,940.5618916845914
Leeds,983.4262478773354
West Brom,873.0769117644082
Leicester,1071.5206000479284
Tottenham,1061.7607151328616
Liverpool,1073.178802809015
Crystal Palace,954.6963118922533
Manchester City,1168.6170273743649
Everton,999.5104944671548
Sheffield Utd,826.6795631470318
Burnley,975.3740000269239
West Ham,1065.447301236979
Southampton,983.7923841110177
Wolves,955.3769333926166
Manchester Utd,1133.9752404106423
