Team,Rating
Arsenal,1046.120287263365
Brighton,977.154688534366
Aston Villa,972.1106168172191
Chelsea,1089.7723778652091
Fulham,952.5398060595469
Newcastle,1002.243599344264
Leeds,1007.2380735837781
West Brom,952.3445968809938
Leicester,1020.0509131535813
Tottenham,1019.7949807914608
Liverpool,1004.5969434057431
Crystal Palace,941.4271001951931
Manchester City,1128.79773322934
Everton,1009.160777592543
Sheffield Utd,895.7128812270514
Burnley,953.4898835963652
West Ham,1052.23373600264
Southampton,911.161380138347
Wolves,988.8617881312135
Manchester Utd,1075.1878361877793
