Team,Rating
Fulham,916.7494888624337
Arsenal,1019.9474499344436
Crystal Palace,966.8758528742516
Southampton,908.8319471437484
Liverpool,1039.5151596313
Leeds,1019.5688540872084
West Ham,1068.389809234165
Newcastle,954.6912580011522
West Brom,907.4397890251923
Leicester,1070.6598360718979
Tottenham,1027.8055575257486
Everton,1014.3494775531426
Sheffield Utd,817.7767113731516
Wolves,982.5832947791454
Brighton,968.5165293007447
Chelsea,1063.8930826995077
Manchester Utd,1151.4654158719652
Burnley,941.5712571698352
Aston Villa,974.3845412212303
Manchester City,1184.9846876397335
