Team,Rating
Arsenal,1014.388277703183
Brighton,940.5113500575209
Aston Villa,1022.0456159973285
Chelsea,1071.138284048606
Fulham,871.8396060494978
Newcastle,961.1562070964283
Leeds,996.5720295638761
West Brom,858.5386454886494
Leicester,1075.5964650778658
Tottenham,1070.8080785383045
Liverpool,1092.8520214153477
Crystal Palace,973.7332785288344
Manchester City,1151.9096805614467
Everton,1057.0983964147479
Sheffield Utd,796.2123266254969
Burnley,928.3924481378203
West Ham,1053.3863787810574
Southampton,981.8854956693461
Wolves,975.534947277972
Manchester Utd,1106.4004669666701
