Team,Rating
Arsenal,1030.0926634475877
Brighton,992.5621799386851
Aston Villa,967.0330637149815
Chelsea,1099.7995697748313
Fulham,941.8872131875235
Newcastle,1000.6520542032304
Leeds,1024.4213896801957
West Brom,934.0288777665212
Leicester,1014.702032168948
Tottenham,986.804092830355
Liverpool,1037.8140844846969
Crystal Palace,978.3633234952675
Manchester City,1136.0089160541709
Everton,993.074988722683
Sheffield Utd,930.5081743995513
Burnley,961.3634909419329
West Ham,1034.0536248973733
Southampton,889.3765247907302
Wolves,989.3112450139946
Manchester Utd,1058.1424904867401
