Team,Rating
Arsenal,1088.4222945422757
Brighton,985.7642378261916
Aston Villa,997.6556154255732
Chelsea,1069.0580660999728
Fulham,923.8132755605941
Newcastle,924.1696262712765
Leeds,1017.4384727809429
West Brom,902.8502153866444
Leicester,1067.6239932674403
Tottenham,996.8868179300879
Liverpool,991.1601532082996
Crystal Palace,962.9662184744358
Manchester City,1188.5582749796854
Everton,1007.0477424026328
Sheffield Utd,898.1066470025958
Burnley,972.9918318713719
West Ham,1054.8498250019536
Southampton,901.8597134944727
Wolves,938.091129911836
Manchester Utd,1110.6858485617172
