Team,Rating
Fulham,911.7102176791251
Arsenal,1024.9867211177523
Crystal Palace,966.8758528742516
Southampton,920.5389772580553
Liverpool,1040.5254239146298
Leeds,1018.5585898038788
West Ham,1091.2565759692638
Newcastle,931.8244912660534
West Brom,917.1732942043236
Leicester,1060.9263308927666
Tottenham,1016.1872443575426
Everton,1014.2607606070416
Sheffield Utd,827.4432715881576
Wolves,972.9167345641393
Brighton,963.8340044043421
Chelsea,1068.5756075959102
Manchester Utd,1143.5778428369379
Burnley,949.4588302048625
Aston Villa,982.2462169995157
Manchester City,1177.123011861448
