Team,Rating
Fulham,933.6002654475842
Arsenal,1004.9107090699245
Crystal Palace,972.0395468278808
Southampton,1031.3072428228215
Liverpool,1073.237323897502
Leeds,973.5070240722218
West Ham,1053.079495587549
Newcastle,935.329241234667
West Brom,893.1497009317903
Leicester,1071.4170257042529
Tottenham,1057.4043784516602
Everton,1049.402901342166
Sheffield Utd,842.8233174388895
Wolves,951.9300559921489
Brighton,947.9259683764382
Chelsea,1024.4291554944107
Manchester Utd,1105.7684974487745
Burnley,949.3618020599088
Aston Villa,1028.2306693177466
Manchester City,1101.1456784816617
