Team,Rating
Fulham,943.5215165552864
Arsenal,1011.1417942116334
Crystal Palace,994.6852941223717
Southampton,1051.503366269234
Liverpool,1058.538184589335
Leeds,1000.6508646840099
West Ham,992.3749500937422
Newcastle,999.6978164488214
West Brom,938.8297846576866
Leicester,1044.0313778355803
Tottenham,1042.1066160620112
Everton,1021.8252259732815
Sheffield Utd,917.0163336080416
Wolves,1028.5199499956886
Brighton,957.1296868569273
Chelsea,1026.76277724057
Manchester Utd,986.8677954763776
Burnley,929.0675211130775
Aston Villa,1025.1742674813174
Manchester City,1030.5548767250061
