Team,Rating
Fulham,957.314004425326
Arsenal,1017.7912480965055
Crystal Palace,973.8644988894935
Southampton,928.417116474233
Liverpool,1026.8000536205159
Leeds,975.0409062290488
West Ham,1067.7112440473952
Newcastle,920.0482252357791
West Brom,895.3605381488468
Leicester,1076.1570237181245
Tottenham,1007.0310780370511
Everton,1043.4821186598056
Sheffield Utd,865.629807389873
Wolves,985.071329345621
Brighton,951.2189532465316
Chelsea,1056.1443197649614
Manchester Utd,1092.5110906945886
Burnley,960.3189275541124
Aston Villa,1002.5115284933847
Manchester City,1197.5759879288005
