Team,Rating
Fulham,878.9859990356297
Arsenal,1048.5948250409563
Crystal Palace,959.0497294860363
Southampton,938.5774122529945
Liverpool,1075.2931058437584
Leeds,1036.3614979371223
West Ham,1041.3083644268072
Newcastle,958.7871470645598
West Brom,892.7049291492458
Leicester,1073.4867013294183
Tottenham,1032.696040188012
Everton,1003.4874335606281
Sheffield Utd,845.9060409473044
Wolves,964.221777835373
Brighton,953.7400188279297
Chelsea,1090.0280893503132
Manchester Utd,1114.4088218594957
Burnley,948.5922790410517
Aston Villa,965.1103514716749
Manchester City,1178.659435351686
