home-name,away-name,home-result,away-result,home-win,away-win,home-odds-avg,home-odds-max,draw-odds-avg,draw-odds-max,away-odds-avg,away-odds-max
Watford,Southampton,1,3,False,True,1.4,1.49,2.25,2.34,2.19,2.32
Crystal Palace,Burnley,0,1,False,True,1.01,1.09,2.2,2.3,3.37,3.56
Brighton,Manchester Utd,0,3,False,True,5.91,6.6,3.17,3.33,0.53,0.56
Everton,Leicester,2,1,True,False,1.59,1.7,2.25,2.32,1.92,2.02
Bournemouth,Newcastle,1,4,False,True,1.2,1.28,2.2,2.34,2.73,2.9
Arsenal,Norwich,4,0,True,False,0.45,0.48,3.88,4.15,6.05,6.8
West Ham,Chelsea,3,2,True,False,5.97,7.0,3.67,3.87,0.47,0.49
Sheffield Utd,Tottenham,3,1,True,False,3.79,4.15,2.73,2.85,0.78,0.83
Manchester City,Liverpool,4,0,True,False,1.01,1.07,2.77,2.88,2.61,2.88
Norwich,Brighton,0,1,False,True,2.56,2.75,2.31,2.55,1.2,1.33
Manchester Utd,Bournemouth,5,2,True,False,0.2,0.22,6.35,7.2,14.02,18.0
Leicester,Crystal Palace,3,0,True,False,0.65,0.7,2.75,2.92,4.95,5.3
Wolves,Arsenal,0,2,False,True,1.39,1.48,2.23,2.36,2.21,2.4
Chelsea,Watford,3,0,True,False,0.37,0.45,4.09,4.45,7.79,9.0
Burnley,Sheffield Utd,1,1,False,False,2.19,2.36,1.94,2.0,1.59,1.75
Newcastle,West Ham,2,2,False,False,1.74,1.82,2.38,2.52,1.64,1.75
Liverpool,Aston Villa,2,0,True,False,0.2,0.27,6.45,7.3,13.18,15.25
Southampton,Manchester City,1,0,True,False,8.19,9.5,4.7,5.3,0.32,0.33
Tottenham,Everton,1,0,True,False,0.98,1.08,2.61,2.77,2.88,3.13
Watford,Norwich,2,1,True,False,0.75,0.81,2.72,2.88,3.96,4.4
Crystal Palace,Chelsea,2,3,False,True,6.94,7.5,3.39,3.55,0.46,0.51
Arsenal,Leicester,1,1,False,False,1.22,1.27,2.46,2.57,2.31,2.55
West Ham,Burnley,0,1,False,True,0.86,0.91,2.63,2.8,3.38,3.6
Sheffield Utd,Wolves,1,0,True,False,3.14,3.32,2.07,2.2,1.11,1.21
Manchester City,Newcastle,5,0,True,False,0.11,0.12,9.81,11.75,21.87,31.0
Brighton,Liverpool,1,3,False,True,5.09,5.42,3.07,3.3,0.58,0.63
Everton,Southampton,1,1,False,False,1.09,1.17,2.45,2.57,2.69,2.92
Bournemouth,Tottenham,0,0,False,False,3.79,4.05,2.91,3.12,0.74,0.79
Aston Villa,Manchester Utd,0,3,False,True,8.13,9.0,4.64,5.1,0.33,0.35
Watford,Newcastle,2,1,True,False,0.91,0.97,2.54,2.66,3.3,3.55
Norwich,West Ham,0,4,False,True,2.66,2.76,2.53,2.72,1.07,1.14
Liverpool,Burnley,1,1,False,False,0.22,0.25,5.81,6.3,12.37,18.5
Sheffield Utd,Chelsea,3,0,True,False,4.02,4.55,2.78,2.85,0.74,0.78
Brighton,Manchester City,0,5,False,True,11.05,15.25,5.75,6.5,0.24,0.32
Wolves,Everton,3,0,True,False,1.08,1.15,2.2,2.28,3.06,3.3
Aston Villa,Crystal Palace,2,0,True,False,1.37,1.44,2.39,2.48,2.13,2.28
Tottenham,Arsenal,2,1,True,False,1.76,1.88,2.4,2.5,1.63,1.71
Bournemouth,Leicester,4,1,True,False,3.87,4.1,2.82,2.95,0.75,0.81
Manchester Utd,Southampton,2,2,False,False,0.27,0.3,5.14,5.8,9.89,11.5
Chelsea,Norwich,1,0,True,False,0.13,0.14,8.43,9.3,19.6,24.0
Newcastle,Tottenham,1,3,False,True,4.26,4.7,3.14,3.31,0.65,0.69
Manchester City,Bournemouth,2,1,True,False,0.15,0.17,8.08,9.3,15.65,19.5
Burnley,Wolves,1,1,False,False,3.62,3.9,2.28,2.52,0.93,0.97
Arsenal,Liverpool,2,1,True,False,3.53,3.75,3.24,3.5,0.72,0.77
Leicester,Sheffield Utd,2,0,True,False,1.13,1.25,2.24,2.33,2.79,3.07
Everton,Aston Villa,1,1,False,False,1.12,1.15,2.51,2.62,2.48,2.86
Southampton,Brighton,1,1,False,False,1.28,1.38,2.39,2.5,2.28,2.44
Crystal Palace,Manchester Utd,0,2,False,True,7.71,8.9,4.3,4.5,0.36,0.39
West Ham,Watford,3,1,True,False,1.48,1.6,1.92,2.11,2.38,2.59
Norwich,Burnley,0,2,False,True,2.24,2.37,2.4,2.6,1.28,1.38
Bournemouth,Southampton,0,2,False,True,1.44,1.55,2.74,2.92,1.75,1.85
Tottenham,Leicester,3,0,True,False,1.33,1.44,2.36,2.5,2.2,2.51
Sheffield Utd,Everton,0,1,False,True,0.97,1.04,2.35,2.5,3.22,3.4
Brighton,Newcastle,0,0,False,False,0.98,1.05,2.51,2.67,3.0,3.2
Wolves,Crystal Palace,2,0,True,False,0.44,0.48,3.24,3.55,7.88,9.3
Watford,Manchester City,0,4,False,True,8.24,9.5,5.07,5.6,0.31,0.33
Aston Villa,Arsenal,1,0,True,False,2.17,2.35,2.75,2.88,1.19,1.25
Manchester Utd,West Ham,1,1,False,False,0.26,0.3,5.43,5.75,10.08,12.0
Liverpool,Chelsea,5,3,True,False,0.92,1.0,2.77,2.9,2.93,3.25
West Ham,Aston Villa,1,1,False,False,1.61,1.7,2.55,2.76,1.66,1.75
Southampton,Sheffield Utd,3,1,True,False,1.0,1.03,2.58,2.85,2.83,2.98
Newcastle,Liverpool,1,3,False,True,4.57,5.45,3.5,3.8,0.57,0.62
Manchester City,Norwich,5,0,True,False,0.04,0.07,18.09,23.0,39.2,57.0
Leicester,Manchester Utd,0,2,False,True,2.72,2.91,2.57,2.65,1.04,1.15
Everton,Bournemouth,1,3,False,True,1.36,1.46,2.66,2.82,1.91,2.01
Crystal Palace,Tottenham,1,1,False,False,5.94,7.3,3.42,3.65,0.49,0.52
Chelsea,Wolves,2,0,True,False,0.9,0.98,2.38,2.5,3.57,3.9
Burnley,Brighton,1,2,False,True,1.64,1.75,2.35,2.58,1.75,1.83
Arsenal,Watford,3,2,True,False,1.01,1.05,2.78,2.87,2.61,3.1
