Team,Rating
Arsenal,1078.2517350140947
Everton,870.3403454587655
Brentford,924.7290499413483
Leeds,953.6979118904102
Brighton,977.4603793049391
West Ham,1018.0296403260053
Burnley,952.0581293914879
Newcastle,970.9856308229057
Chelsea,1109.4261694673314
Watford,833.9607434436692
Crystal Palace,996.3425673990278
Manchester Utd,1013.3063563557465
Leicester,1010.8481817510674
Southampton,980.4697776557169
Liverpool,1182.627051519132
Wolves,1033.1035008761016
Manchester City,1203.0131411770274
Aston Villa,926.8133714769295
Norwich,888.8649940323314
Tottenham,1075.6713226959612
