Team,Rating
Arsenal,1061.6770778705672
Everton,914.7798916237638
Brentford,947.8178882237448
Leeds,936.4960600576162
Brighton,978.9279255363084
West Ham,978.9176316338513
Burnley,978.3957642947358
Newcastle,1072.8364243526041
Chelsea,1060.0892566061123
Watford,874.3637703213683
Crystal Palace,1000.0979734715689
Manchester Utd,1008.362628188506
Leicester,989.1183651053565
Southampton,965.1885675542824
Liverpool,1179.6940226035792
Wolves,1009.6477093424496
Manchester City,1122.6353210890736
Aston Villa,973.1103115967039
Norwich,899.7082003979442
Tottenham,1048.1352101298626
