Team,Rating
Brentford,961.4491904430676
Arsenal,1025.8655369250132
Manchester Utd,1011.9362361626013
Leeds,978.7293925268023
Watford,937.5881123701936
Aston Villa,973.1551681197741
Leicester,1001.762784256028
Wolves,1016.8564090616653
Everton,946.4205489549909
Southampton,973.4864487300057
Chelsea,1081.7985172753195
Crystal Palace,987.6406046838846
Burnley,963.7157878909059
Brighton,999.7070057436005
Norwich,938.3242585935852
Liverpool,1099.270814034058
Newcastle,918.5003377890373
West Ham,1056.0862542620619
Tottenham,1021.8103041744483
Manchester City,1105.8962880029565
