Team,Rating
Brentford,972.1907379636491
Arsenal,1070.4207325924156
Manchester Utd,1005.1958056232176
Leeds,941.0159506721101
Watford,816.3820355773632
Aston Villa,960.1106814501619
Leicester,1003.7523763431761
Wolves,957.9190274970027
Everton,930.0049691123322
Southampton,916.1434866524116
Chelsea,1085.542416782538
Crystal Palace,998.6261172921041
Burnley,928.6553183933696
Brighton,1017.0814419288166
Norwich,823.8358603045191
Liverpool,1224.6604943814752
Newcastle,1042.8143879027245
West Ham,987.9268367214565
Tottenham,1107.719076725304
Manchester City,1210.0022460838518
