Team,Rating
Brentford,991.3489217924082
Arsenal,1059.6946976472918
Manchester Utd,1023.1415363038244
Leeds,921.857766843351
Watford,822.3100968061967
Aston Villa,966.6284303349704
Leicester,990.5413616410284
Wolves,963.9186520623145
Everton,940.731004057456
Southampton,929.3545013545594
Chelsea,1079.6143555537046
Crystal Palace,980.6803866114973
Burnley,940.5883209628186
Brighton,1000.9371178299061
Norwich,829.3433369925501
Liverpool,1218.6608698161633
Newcastle,1030.8813853332756
West Ham,1004.071160820367
Tottenham,1102.2116000372728
Manchester City,1203.4844971990433
