Team,Rating
Brentford,976.7081895689535
Arsenal,1020.8191997256985
Manchester Utd,1038.306473623138
Leeds,957.4383183298203
Watford,914.3207895987995
Aston Villa,992.8613664567262
Leicester,998.2573387036083
Wolves,993.4899716650281
Everton,950.3270621096142
Southampton,960.1418810796675
Chelsea,1093.1529626364352
Crystal Palace,988.4472454129144
Burnley,950.5665612962929
Brighton,998.5017917176806
Norwich,901.5780704427843
Liverpool,1122.1846328665085
Newcastle,922.7618953188619
West Ham,1051.164908705977
Tottenham,1034.037957243663
Manchester City,1134.9333834978274
