Team,Rating
Brentford,970.2464390478012
Arsenal,1048.5558341559065
Manchester Utd,1044.8647021390643
Leeds,960.7785910494653
Watford,893.1620966756465
Aston Villa,963.6542907288821
Leicester,1010.5261437458634
Wolves,1013.2186561219341
Everton,942.6555868859107
Southampton,983.9631912510126
Chelsea,1091.5577735440718
Crystal Palace,971.6469443783124
Burnley,922.5884193943107
Brighton,1016.2852176603486
Norwich,879.7304235066226
Liverpool,1103.002592160261
Newcastle,913.7485506506561
West Ham,1040.155483816
Tottenham,1058.4134486756207
Manchester City,1171.2456144123087
