Team,Rating
Brentford,917.9367318880319
Arsenal,1059.6055698502385
Manchester Utd,1060.4753258811072
Leeds,943.4475228269469
Watford,880.9891052570553
Aston Villa,941.6446617490534
Leicester,988.8516130318475
Wolves,1055.5263782901309
Everton,901.9820748441941
Southampton,1025.0556975947711
Chelsea,1102.1845908024345
Crystal Palace,948.9027273423909
Burnley,943.7282115565506
Brighton,990.8652249443509
Norwich,896.7154226063635
Liverpool,1147.115868701599
Newcastle,966.998331588843
West Ham,1019.4451058326692
Tottenham,1021.6165439743198
Manchester City,1186.9132914371007
