Team,Rating
Brentford,910.4190369640072
Arsenal,1092.7712655481496
Manchester Utd,1051.629607444393
Leeds,901.3691256560433
Watford,859.4800449471145
Aston Villa,979.319674671478
Leicester,1003.8339247037527
Wolves,1025.3223505939077
Everton,886.2819052015709
Southampton,999.0560789753146
Chelsea,1117.9433508406448
Crystal Palace,981.2437771812519
Burnley,939.3225027722698
Brighton,956.968073779889
Norwich,864.3580295415
Liverpool,1165.1196988668437
Newcastle,1012.8790115371713
West Ham,1026.1725752148182
Tottenham,1045.6470721400099
Manchester City,1180.862893419869
