Team,Rating
Brentford,977.2761775934331
Arsenal,1078.7380361247951
Manchester Utd,1023.1415363038244
Leeds,917.9363266400068
Watford,832.0173928901306
Aston Villa,966.3130858532206
Leicester,976.4431815290537
Wolves,963.9186520623145
Everton,935.2221688502495
Southampton,934.7134563517677
Chelsea,1084.0052395817454
Crystal Palace,1001.8948625890462
Burnley,939.270768873201
Brighton,1004.8585580332503
Norwich,829.3433369925501
Liverpool,1213.301914818955
Newcastle,1011.8380468557724
West Ham,995.1971127450532
Tottenham,1102.2116000372728
Manchester City,1212.358545274357
