Team,Rating
Brentford,954.8777908419372
Arsenal,1048.5558341559065
Manchester Utd,1024.5077630703995
Leeds,980.7670773459225
Watford,894.1090299898087
Aston Villa,966.5578924618999
Leicester,1010.5261437458634
Wolves,1045.2326278567011
Everton,923.3855951606879
Southampton,984.7712050577566
Chelsea,1079.1645095799927
Crystal Palace,973.6913760971535
Burnley,922.5884193943107
Brighton,1014.2407859415075
Norwich,889.9044417273193
Liverpool,1103.002592160261
Newcastle,912.8016173364938
West Ham,1029.2629710240687
Tottenham,1058.4134486756207
Manchester City,1183.6388783763878
