Team,Rating
Brentford,971.416442013679
Arsenal,1058.4358320093909
Manchester Utd,1039.4446459757642
Leeds,941.5679111437179
Watford,851.513295738584
Aston Villa,941.8446015496004
Leicester,1001.2974892369859
Wolves,1008.5845179531223
Everton,901.6955933387478
Southampton,984.5863435664089
Chelsea,1095.305955037769
Crystal Palace,978.8912856998152
Burnley,915.716438717939
Brighton,969.6111719537805
Norwich,864.104682275086
Liverpool,1199.5320248835146
Newcastle,1019.5927473104836
West Ham,1010.1452485926852
Tottenham,1059.8805419444654
Manchester City,1186.8332310584597
