Team,Rating
Brentford,999.8176576440313
Arsenal,1019.9209139847871
Manchester Utd,1006.2777745668516
Leeds,958.8779493808541
Watford,971.4629428364219
Aston Villa,973.7957148789864
Leicester,1017.9164371669867
Wolves,1005.0107642676911
Everton,1001.0017061707458
Southampton,973.2191499607211
Chelsea,1079.9065200506345
Crystal Palace,991.4238241705713
Burnley,932.8071313189192
Brighton,1020.7219059962528
Norwich,909.2460387496125
Liverpool,1081.7695296167587
Newcastle,932.3768846845335
West Ham,1043.0943236698513
Tottenham,1008.5139592020803
Manchester City,1072.8388716827087
