Team,Rating
Brentford,939.4571446763721
Arsenal,1081.719175866401
Manchester Utd,1064.509654253108
Leeds,927.9025383517896
Watford,876.8422982484191
Aston Villa,952.6077502948306
Leicester,1007.768271400598
Wolves,1008.5845179531223
Everton,872.789555831074
Southampton,974.6032314713466
Chelsea,1104.4557920420461
Crystal Palace,1010.5794992959927
Burnley,930.5723136953693
Brighton,933.2322033670257
Norwich,853.4414760029347
Liverpool,1190.1955595862937
Newcastle,986.3097229564005
West Ham,1035.0798228528906
Tottenham,1070.6680634973152
Manchester City,1178.6814083566694
