Team,Rating
Brentford,927.7470286140916
Arsenal,1104.762725282365
Manchester Utd,1067.3541287379574
Leeds,903.7715208162278
Watford,881.5829258165521
Aston Villa,977.3672382283692
Leicester,991.8424649695374
Wolves,1035.2405584262926
Everton,876.363697369186
Southampton,976.9531981058769
Chelsea,1129.2472400505378
Crystal Palace,981.2437771812519
Burnley,921.9945111221854
Brighton,949.5507124606482
Norwich,849.4863455476357
Liverpool,1172.5370601860845
Newcastle,1001.5751223272785
West Ham,1040.5943004916066
Tottenham,1029.9225508464456
Manchester City,1180.862893419869
