Team,Rating
Brentford,976.7081895689535
Arsenal,1050.558912920378
Manchester Utd,1038.306473623138
Leeds,945.0925338949459
Watford,914.3207895987995
Aston Villa,992.8613664567262
Leicester,998.2573387036083
Wolves,1013.2186561219341
Everton,956.5573723565544
Southampton,980.7260660982246
Chelsea,1083.4247547678337
Crystal Palace,987.1466114901164
Burnley,950.5665612962929
Brighton,982.2710048824357
Norwich,901.5780704427843
Liverpool,1125.5865982673795
Newcastle,908.0146944191198
West Ham,1014.487428850413
Tottenham,1038.343516553378
Manchester City,1141.9730596869836
