Team,Rating
Fulham,956.4753526105384
Arsenal,997.3402616238619
Crystal Palace,974.703150704281
Southampton,940.3074498696897
Liverpool,1017.9581515848292
Leeds,990.0659600601506
West Ham,1067.7112440473952
Newcastle,916.425166825135
West Brom,895.3605381488468
Leicester,1096.608010190768
Tottenham,991.7767345778228
Everton,1031.5917852643488
Sheffield Utd,850.6952764007177
Wolves,996.4865089105189
Brighton,951.2189532465316
Chelsea,1054.308612065674
Manchester Utd,1094.346798393876
Burnley,975.5732710133407
Aston Villa,1011.2629076871249
Manchester City,1189.7838667745468
