Team,Rating
Fulham,926.2334037302071
Arsenal,1016.636169733425
Crystal Palace,979.4023025655306
Southampton,938.3246216715038
Liverpool,1025.8550125218003
Leeds,993.9907732784544
West Ham,1075.171881010439
Newcastle,913.329469539677
West Brom,899.3876497908751
Leicester,1077.0110258515915
Tottenham,1027.504073682987
Everton,1016.7948857354324
Sheffield Utd,835.7938229724848
Wolves,958.3935485130573
Brighton,961.2998792759512
Chelsea,1056.049157904631
Manchester Utd,1132.2610135114935
Burnley,967.9538519312389
Aston Villa,996.9166283923452
Manchester City,1201.6908283868725
