Team,Rating
Fulham,943.5880596180407
Arsenal,1015.39955558012
Crystal Palace,979.1254435958734
Southampton,941.5567250694813
Liverpool,1012.1482029005515
Leeds,975.0409062290488
West Ham,1067.7112440473952
Newcastle,918.475965629322
West Brom,887.3687682242492
Leicester,1081.703765864634
Tottenham,1020.7570228443363
Everton,1053.04614819086
Sheffield Utd,852.4901987946247
Wolves,985.8738063014963
Brighton,940.526924076058
Chelsea,1070.7961704849258
Manchester Utd,1087.2501459882085
Burnley,967.8559070944619
Aston Villa,1001.7090515375095
Manchester City,1197.5759879288005
