Team,Rating
Fulham,968.0
Arsenal,1030.5304984710244
Crystal Palace,1015.2299283912381
Southampton,968.0
Liverpool,1032.0
Leeds,1000.0
West Ham,969.4695015289755
Newcastle,998.5304984710245
West Brom,969.4695015289755
Leicester,1031.263693206478
Tottenham,1000.0
Everton,1046.5642632862641
Sheffield Utd,968.736306793522
Wolves,999.263693206478
Brighton,984.6995046979231
Chelsea,1000.0
Manchester Utd,1001.5063036245743
Burnley,984.736306793522
Aston Villa,1015.263693206478
Manchester City,1016.736306793522
