Team,Rating
Fulham,946.6537126190321
Arsenal,990.8071085452409
Crystal Palace,983.2776353462677
Southampton,1046.8959859679164
Liverpool,1071.593638051086
Leeds,992.3925903831866
West Ham,1030.2997889936964
Newcastle,949.4328417593506
West Brom,883.01501886433
Leicester,1055.828282559158
Tottenham,1049.6875781671984
Everton,1049.402901342166
Sheffield Utd,850.5401177233514
Wolves,971.9379754083023
Brighton,929.0404020654734
Chelsea,1011.3757083229627
Manchester Utd,1107.4121832951905
Burnley,962.2682713050681
Aston Villa,1028.2306693177466
Manchester City,1089.9075899632749
