Team,Rating
Fulham,929.7565893768385
Arsenal,995.7876623349446
Crystal Palace,1010.9599918044713
Southampton,1051.503366269234
Liverpool,1057.2522850161383
Leeds,984.3761670019103
West Ham,1006.1398772721901
Newcastle,985.4486899141791
West Brom,927.4505559385268
Leicester,1059.3175244109339
Tottenham,1053.485844781171
Everton,1004.2207873304792
Sheffield Utd,905.9087003577654
Wolves,1013.233803420335
Brighton,976.8982352927485
Chelsea,1052.1195370254884
Manchester Utd,1004.4722341191799
Burnley,929.0675211130775
Aston Villa,1020.759850922185
Manchester City,1031.8407762982029
