Team,Rating
Fulham,888.4253240088475
Arsenal,1060.5600648902155
Crystal Palace,947.084489636777
Southampton,926.9652864724699
Liverpool,1085.703911976401
Leeds,1047.973623717647
West Ham,1050.8538045671967
Newcastle,969.764284237315
West Brom,883.1594890088562
Leicester,1058.2478853588511
Tottenham,1013.6222780018841
Everton,1017.6868428064529
Sheffield Utd,834.9289037745492
Wolves,950.0223685895483
Brighton,978.8583690065929
Chelsea,1105.2669053208804
Manchester Utd,1104.969496886278
Burnley,938.1814729084091
Aston Villa,984.1841136578028
Manchester City,1153.5410851730228
