Team,Rating
Fulham,876.1041553404846
Arsenal,1072.8654158790139
Crystal Palace,937.1496867379415
Southampton,916.4404528052085
Liverpool,1095.6387148752365
Leeds,1056.9060075914097
West Ham,1061.378638234458
Newcastle,982.0854529056779
West Brom,874.2271051350934
Leicester,1040.204027406779
Tottenham,1031.6661359539562
Everton,1007.6426696502375
Sheffield Utd,855.5486509052023
Wolves,940.7197086773684
Brighton,966.5530180177943
Chelsea,1083.906130857338
Manchester Utd,1114.2721567984577
Burnley,917.561725777756
Aston Villa,1005.5448881213451
Manchester City,1163.5852583292383
